p: 0.79,ripartizione,arena: III;p: 0.1,ibrida,arena: III;p: 0.79,ibrida,arena: III;p: 0.1,ripartizione,arena: III;p: 0.79,ripartizione,arena: I;p: 0.1,ibrida,arena: I;p: 0.79,ibrida,arena: I;p: 0.1,ripartizione,arena: I;p: 0.79,ripartizione,arena: IV;p: 0.79,ibrida,arena: IV;p: 0.1,ibrida,arena: IV;p: 0.79,alterazione,arena: I;p: 0.1,ripartizione,arena: IV;p: 0.79,ripartizione,arena: II;p: 0.79,ibrida,arena: II;p: 0.5,ibrida,arena: I;p: 0.5,ripartizione,arena: I;p: 0.5,ibrida,arena: III;p: 0.1,ibrida,arena: II;p: 0.5,ripartizione,arena: III;p: 0.1,alterazione,arena: I;p: 0.5,alterazione,arena: I;p: 0.79,alterazione,arena: II;p: 0.5,ibrida,arena: IV;p: 0.5,ripartizione,arena: IV;p: 0.5,ibrida,arena: II;p: 0.5,ripartizione,arena: II;p: 0.1,ripartizione,arena: II;p: 0.5,alterazione,arena: II;p: 0.79,alterazione,arena: III;p: 0.1,alterazione,arena: II;p: 0.1,alterazione,arena: III;p: 0.79,alterazione,arena: IV;p: 0.1,alterazione,arena: IV;p: 0.5,alterazione,arena: III;p: 0.5,alterazione,arena: IV
60.257;110.1191;50.0;112.3939;31.3328;69.1082;74.7725;33.1921;59.4242;42.606;85.3949;63.796;96.3359;10.1639;56.3407;62.1984;46.1278;17.7003;56.5526;24.7335;59.4765;32.4774;60.8416;36.2667;15.2061;41.2162;41.7447;25.6586;42.6185;50.0;0.0951;21.1661;50.1179;0.0;50.3151;35.6836
38.1703;4.0619;5.6205;64.7275;57.775;78.7116;59.0348;0.9025;50.0;50.0;54.0521;78.2173;5.674;48.0828;49.7889;47.5435;48.2916;63.6856;47.5657;19.398;48.5714;68.0636;48.6252;50.2354;50.7933;47.8658;41.0616;4.4792;48.5201;12.0218;14.8225;10.8053;56.6708;50.0;4.7603;50.2355
121.7675;195.6569;93.8509;5.6949;71.2722;69.4439;47.5437;61.1171;50.0;63.6454;77.2909;61.1734;53.9831;60.4232;54.3635;48.4794;52.1348;52.4023;48.6244;42.258;0.1069;45.851;56.3682;61.325;11.5473;51.8509;44.8941;26.1236;51.5755;50.0;48.8335;5.6609;9.3852;7.0835;37.6767;36.7953
50.0;24.3527;50.0;50.0944;65.8244;77.681;61.4397;78.6878;101.353;50.0919;50.0;59.2489;58.2201;50.6621;49.0106;49.4129;54.0199;32.5986;48.6248;50.9083;18.0263;43.61;52.3215;50.0;72.9479;51.5628;44.4409;13.7317;52.9445;48.1342;52.8037;117.6965;59.5113;58.6305;5.7956;62.3015
115.6806;50.2918;13.0404;156.196;52.0662;71.4671;62.2372;79.6961;50.0;66.4731;51.1812;74.081;51.9172;54.1157;45.6356;44.739;44.6147;40.249;53.8491;55.7937;61.6889;38.4534;62.0698;58.6395;64.1117;47.6033;30.9959;63.2199;49.4183;10.5723;21.6706;208.3654;3.2659;50.0;9.9082;23.21
111.5054;107.6676;101.8222;50.0;73.9582;72.0442;51.5722;81.6693;78.4282;66.0428;7.3827;55.3231;65.6659;63.7484;49.0753;53.612;61.2415;52.7809;55.2263;35.2463;47.1552;24.0184;43.6424;28.0555;51.0771;43.2048;35.0091;50.5043;50.2812;37.5095;39.1323;4.6873;53.4449;35.7086;9.0E-4;65.2322
50.0;94.6277;63.4851;50.2798;75.0238;69.6758;59.0755;52.5479;106.9701;65.1433;82.7483;21.3565;103.3195;54.1807;51.009;50.6046;41.9041;31.5731;55.6526;72.8941;60.0093;49.0705;53.7264;50.7067;55.8639;43.4684;43.1525;58.7349;48.69;72.1496;14.2952;70.3738;113.144;7.3195;28.8172;50.0
50.0;110.9832;104.8034;65.6632;78.4506;79.0601;75.8878;65.8838;46.2822;30.408;56.3196;70.0142;51.0345;34.6547;52.4624;47.9581;61.6978;28.024;53.9152;58.8143;61.7203;52.1307;48.1436;35.036;53.6446;42.9264;44.8578;38.1716;40.1807;50.0;5.4479;62.9434;71.5696;23.1959;2.343;50.2378
91.2788;60.6682;63.4839;57.6769;48.0726;72.4025;45.8708;38.7462;63.4442;56.2322;51.6469;49.3114;50.0;54.1525;53.2041;36.6659;46.4919;61.7047;55.8976;55.6069;39.1657;46.3052;54.5405;53.0746;15.6957;38.0549;48.3256;10.9143;48.9558;50.0;48.626;50.0;0.0;25.8433;50.5074;44.7521
113.167;55.0353;9.5348;112.6337;74.0473;80.234;57.84;62.0983;57.5108;50.0;69.416;46.7757;50.118;41.8928;59.7834;45.7162;59.4613;45.5129;23.3547;27.2425;59.7742;41.3545;48.5721;42.8206;52.6727;39.3322;45.8976;5.8658;45.0666;50.0;48.7027;50.1179;59.0234;0.9239;52.8343;14.3972
131.1271;109.5067;61.1825;51.2054;70.5189;76.3583;66.1775;53.6329;11.9482;118.8463;50.0;52.4645;50.0;55.2728;39.2184;46.1579;56.2426;34.5873;46.0228;88.3731;30.9585;23.2223;27.7527;81.9969;33.287;53.2475;38.2553;46.0393;52.1792;1.2284;47.3309;25.5727;50.0846;26.9324;2.6054;58.5161
50.0;34.2457;60.2958;50.0;62.3484;77.4594;68.4267;65.0876;50.0;97.1416;120.9477;72.7039;50.0;46.2149;55.5424;55.8897;43.3511;52.4852;48.5641;32.7159;47.8514;48.0569;48.1011;47.9374;50.0;46.3134;48.777;60.1237;28.3014;42.5373;2.5068;50.0;51.4168;55.5052;27.6529;26.1098
50.2789;121.7384;52.1274;64.063;72.3756;66.8718;71.1737;52.1423;50.4718;85.162;65.6471;62.9269;50.1185;46.4155;50.892;43.2284;33.6844;21.8962;48.6248;51.228;75.4091;63.3575;49.8454;52.106;26.1712;40.0589;47.7756;60.174;40.9149;68.2808;12.5926;52.6943;50.1178;33.6736;4.6638;16.2
50.5616;75.221;50.0;170.0304;58.1561;77.6939;70.074;77.6978;53.7802;50.0;50.0;71.9835;50.1186;62.4285;57.7713;55.9981;51.4515;57.3932;50.5998;29.6947;74.3607;54.7288;39.7083;7.8522;53.7459;39.6773;45.1511;49.6707;44.6599;21.9656;38.2503;50.0;50.0;96.8174;0.5148;21.4115
57.0835;78.589;61.4214;95.4263;54.8721;75.0821;72.5697;33.2613;82.114;100.85;50.0;47.323;50.5766;53.5077;54.9318;68.7196;43.8647;52.4821;32.2122;8.6739;7.8872;26.9165;40.3568;39.021;46.2233;45.1334;39.1258;51.6816;45.7693;50.0;66.0804;49.6061;54.3672;42.9696;50.0;13.4703
72.1684;71.7229;152.7056;50.413;71.7857;70.5616;76.5592;0.8702;69.008;82.4417;52.1433;66.6911;34.9884;64.1441;44.8033;67.3293;43.0418;48.4287;57.6623;47.5279;7.0316;37.6553;47.645;47.117;21.1321;52.5891;55.9298;48.6226;51.9327;5.7062;10.0266;53.8897;50.1178;114.6438;57.3478;2.7654
81.8809;0.118;100.4569;50.0;59.7548;64.1873;69.9237;46.2479;69.9388;50.8445;87.4012;67.8394;50.0;48.6294;52.4448;48.1006;49.2662;22.6298;53.3115;36.0685;66.3256;52.8552;48.1254;20.1751;65.4488;35.2901;41.0342;18.8373;42.0973;1.2395;48.3763;50.0;0.2196;98.0078;11.5944;3.6175
146.5781;54.3675;88.7808;52.1959;51.2633;78.978;78.0725;9.6775;65.3626;50.0;55.0141;54.9934;95.0156;48.6239;54.1323;41.4757;48.3161;50.0;55.1793;187.5013;2.8578;25.5169;60.2509;24.3643;50.0;28.3448;42.3081;58.1585;32.5612;22.5342;53.9603;7.7471;2.599;50.0;50.0;51.5013
52.1349;50.1786;123.4359;53.7012;48.6081;78.5978;73.3791;48.2369;89.419;43.6077;82.4581;62.6178;50.0;47.8795;51.9412;42.4393;58.9919;79.4222;32.2247;69.9475;79.7745;45.4116;37.6952;35.5102;5.3126;43.4937;50.8157;58.2124;42.1769;1.5375;51.9355;30.2703;60.1205;26.4383;50.0;50.0
50.3533;50.0;67.2147;50.0;75.7889;76.5567;61.2975;69.643;58.6508;50.0;85.2727;57.3078;65.1464;54.5982;46.0149;48.7254;49.8035;53.2692;62.1458;71.7335;58.2974;69.838;46.1559;50.0;50.0;38.3662;35.5618;20.154;35.3876;50.0;48.5341;0.1176;32.857;15.5324;50.0;50.0
50.0;50.0;68.0863;251.1061;71.8445;78.8385;69.9607;82.3007;50.5398;52.9504;50.056;67.2047;0.1175;28.7759;46.6535;44.8008;40.2837;87.2422;24.3067;65.0265;0.0693;58.2313;48.9914;65.8218;22.6169;39.4239;44.5542;56.4093;43.69;151.653;55.6125;6.3078;47.2633;3.503;42.294;64.2801
78.5918;9.2198;50.0;10.9609;61.4157;71.9868;47.9849;74.2136;81.5395;50.7652;84.7305;57.7286;52.9267;32.0141;55.8581;40.1501;39.1981;41.6286;38.5268;11.5037;58.0077;51.9859;53.7131;51.5682;67.8715;48.0245;40.9069;24.7429;51.5319;6.3706;43.9617;50.0;41.5007;0.0;35.28;47.2434
68.2947;50.0;122.9308;15.4289;68.7313;78.6397;77.6038;79.4143;0.1175;50.0;63.798;30.3966;0.2867;55.9304;47.8159;32.192;48.3027;78.0156;55.5389;50.0;57.7858;45.3841;57.2442;50.2897;76.3792;47.787;44.5551;18.7602;41.8543;53.3384;48.4131;50.0;5.9621;7.778;30.9667;14.1417
202.8809;50.0;60.9428;54.6691;51.9447;71.5897;73.6342;70.4512;50.0;50.0;96.4965;58.2307;78.3051;40.2362;41.4579;44.7445;59.9296;54.4499;33.5818;94.6037;60.4124;44.1515;49.0313;51.1786;50.5954;43.4899;41.6281;37.5678;46.4309;1.8081;7.4521;53.6806;59.3079;60.8692;1.8315;52.7151
66.0934;0.3389;50.0;3.4212;71.248;53.6348;52.0955;8.3085;79.5279;111.1165;65.9193;37.3131;2.2485;48.6175;51.6907;68.4402;46.1118;41.2388;48.2904;50.0;65.4058;61.4238;62.4988;55.1865;69.6011;42.4703;41.4072;60.5735;40.5506;10.9386;22.6234;23.7738;50.1179;71.0035;58.6015;50.0
97.1667;56.5162;41.4235;0.0;65.6524;48.6281;47.2455;65.8235;97.3575;69.4929;52.7249;67.3574;0.0;60.5571;47.9434;44.9658;36.6303;50.0;45.6475;59.2681;64.0817;47.5417;32.6064;50.0;88.5357;37.5246;40.8253;42.8057;55.567;163.4589;48.3956;121.8122;62.5755;50.0;29.3538;58.2122
50.2125;93.7654;57.9155;65.2161;66.5256;79.0606;75.8578;78.8317;103.8975;81.134;12.2207;45.1661;100.4493;53.2995;57.1304;46.1315;38.6854;38.28;48.4816;16.1845;31.9858;48.6192;47.994;29.1422;50.0803;45.2492;37.121;40.0732;44.0302;6.8462;11.4889;53.7651;44.2854;18.5286;50.0;10.0861
50.2432;6.2609;47.2571;50.0;66.4435;73.8643;71.9415;76.0425;52.1704;71.818;53.0723;70.3676;50.0;28.2545;48.6191;47.0713;55.4837;48.4969;42.1897;50.0;50.0919;43.3652;12.1534;29.4326;82.1243;48.4616;45.219;30.9609;44.6685;50.0;47.1416;50.0;0.307;5.3693;10.4022;24.6299
50.0;99.5606;55.5532;53.7457;72.2803;56.7759;74.2332;73.5099;50.2371;55.399;68.3499;53.9364;50.0802;48.7322;48.6153;55.6001;58.1464;33.124;53.9837;24.8367;69.3201;47.8166;48.1279;89.569;52.9792;37.9618;36.6004;58.5786;47.2764;50.873;56.0824;0.0;50.0;38.3075;50.0;63.2211
123.1126;124.881;50.0;8.4043;60.3276;75.0683;47.611;76.4242;96.7561;65.4093;50.0;48.6151;47.7329;32.7676;47.099;52.0672;45.0569;38.5666;51.6298;29.8834;63.1625;37.7278;48.618;50.0899;43.5138;49.1482;44.6379;42.3296;48.3932;24.1962;48.588;50.0;22.0775;50.181;160.3334;13.3074
62.8861;164.1984;120.4288;74.1275;46.3547;71.3396;49.229;68.1797;55.3151;50.118;38.4186;66.4114;0.0;46.6086;48.2618;65.1805;51.731;35.2904;48.4999;39.5414;66.3523;33.6333;48.5058;56.6309;14.9679;49.0271;52.5119;58.8587;35.9063;29.7415;65.073;63.6857;6.7587;50.0249;50.0;2.284
118.6598;8.28;96.203;50.0;73.9463;77.6621;72.5794;75.0882;60.2544;94.6624;85.0576;47.8598;50.0;46.3406;45.6056;55.3628;50.5633;45.4975;44.1239;45.8586;58.9571;13.6523;58.1018;38.4954;48.4977;43.3578;40.5832;21.8459;22.6024;0.166;18.9421;58.6423;50.0;74.2766;0.1179;12.2199
149.4321;117.6353;50.0;68.0004;67.9685;77.4887;50.0792;74.4747;52.3614;67.8253;71.5988;46.3019;75.1348;57.0711;54.0917;48.9428;42.9759;53.8938;58.0048;55.4332;68.3426;43.7491;50.1849;50.0;63.7002;36.4003;31.3323;40.6169;40.3209;1.5728;48.7765;21.7432;50.0;54.3236;19.8087;11.7689
111.9203;136.5758;52.289;106.9205;74.7441;65.4108;58.422;77.2047;95.3036;50.0;70.9716;66.6091;111.9415;49.0688;38.1581;51.67;67.6096;24.4001;51.5917;45.4805;15.2546;45.7277;48.3993;59.0822;40.2004;51.4172;45.9518;7.08;48.3908;50.1047;48.3738;6.8951;57.9818;22.2001;6.6174;36.8638
59.0373;67.7378;51.4425;50.0;69.5782;78.2195;76.3227;78.5961;67.3829;133.9268;97.2157;57.9472;65.9033;48.0311;48.5032;51.9515;37.6163;29.5492;48.7018;38.8903;48.5231;58.6129;54.5845;53.6164;42.145;43.5492;42.9021;39.3441;51.351;0.1212;5.2336;94.5657;0.8545;0.0608;4.5781;26.8557
112.3925;56.2364;50.8239;8.1652;63.912;51.7764;78.5574;80.8548;50.0;56.827;98.5049;70.3206;61.9521;56.809;49.5682;45.9338;62.7894;32.7246;57.8241;68.2958;44.8307;47.3795;52.67;26.2225;16.8117;25.3516;42.7625;19.7071;46.1018;8.4349;53.1437;0.0;45.0971;50.0;7.7873;13.8256
211.4857;76.0945;50.0;105.8629;73.5712;80.6332;68.7181;68.8625;46.5002;51.3014;50.0;48.2235;110.9038;72.0272;48.7297;56.1905;48.6306;29.6377;54.7944;50.7084;55.2498;56.1492;62.6074;55.5566;23.3166;47.3974;45.4154;19.5654;50.2658;13.8003;48.6217;104.8119;0.5369;50.0;27.8767;54.9449
99.2768;105.0577;51.5443;176.1913;73.8756;76.2942;69.0202;70.3539;54.9163;41.687;7.6789;68.6199;50.0;33.0817;32.7186;43.2116;59.2221;26.7498;39.9143;6.9013;48.6267;47.0779;52.2332;22.4904;28.9654;31.3571;51.57;47.9315;51.2729;50.0;17.7031;47.2512;7.3101;0.9434;14.8581;2.1329
60.2889;56.9801;52.0656;50.0;68.9319;71.9793;71.4588;75.5511;40.0481;50.2361;50.0;34.947;53.7892;59.7128;45.2847;48.8874;49.322;46.5263;53.001;39.1951;52.8078;44.2359;36.1047;66.9631;67.7249;40.7422;44.0051;9.5843;40.8121;2.0463;41.4345;50.0;0.0;2.4798;0.0;50.0
59.3188;12.7544;121.9458;69.5515;69.1718;74.0637;68.8113;8.8774;75.7221;55.246;52.9086;53.6654;50.0;48.4908;58.6003;56.0297;50.0149;50.0;57.7308;29.7958;1.4421;47.397;54.6373;53.8167;60.3429;43.6661;40.2776;37.7533;40.0141;0.2122;62.9778;50.4483;50.0;50.0;38.9007;20.7767
114.123;54.2924;101.1166;79.223;80.0461;72.8361;68.0585;57.0038;51.8642;42.7685;90.9542;66.5111;68.5398;54.2881;46.8419;46.2799;53.6611;73.4783;47.6211;35.4204;75.3031;46.8032;48.6178;53.9569;81.9562;41.1075;40.1826;71.1422;69.2588;0.6714;59.5907;50.9901;51.8314;52.035;0.7081;1.7082
100.3601;138.9756;55.472;11.2336;73.7784;43.8589;75.3462;12.5866;50.1176;50.0;50.0;21.6437;114.4879;11.4754;58.594;46.6802;43.9516;93.1858;48.5499;57.3586;58.14;52.271;45.909;18.3151;52.1832;46.3426;44.3019;22.3807;57.3096;33.13;46.1059;56.6773;39.8025;4.1199;50.0;55.3747
50.0;58.5536;53.8519;118.6766;67.8119;42.7757;76.0612;80.6212;50.0;63.9581;40.6525;49.1975;0.0;44.9811;51.044;49.29;50.2215;54.6074;64.3111;33.7614;5.6136;68.6318;29.363;50.0;35.3137;41.8509;44.4681;62.8191;51.3713;29.183;61.7152;41.5881;60.0785;6.6526;50.0;6.7137
58.8514;50.0;58.1155;67.5524;74.6569;78.6563;75.0653;6.5552;84.7343;50.0;57.5137;54.5694;4.2171;48.0971;51.7;43.0257;41.4102;50.5894;47.4665;37.6359;68.9904;32.3325;56.684;50.0;68.526;42.248;46.1155;40.647;45.4125;18.4187;3.9693;0.0;0.0;50.0;1.0508;31.2398
110.2332;68.6527;50.2352;50.0;72.9293;64.6184;69.1255;71.46;56.3189;61.8404;2.085;48.7266;3.4401;53.7014;53.0304;49.6674;44.3631;40.8556;42.092;35.6643;75.4583;44.9744;12.0195;14.9907;50.7363;40.2398;42.7531;39.38;44.379;67.6937;42.1919;51.6306;51.0231;9.7871;58.5862;0.6273
162.9385;62.788;53.0735;61.9593;69.0636;74.7594;70.7582;79.6107;56.5231;65.4103;50.0356;60.0976;51.009;44.2644;53.6947;43.5192;40.5114;32.6132;62.6039;64.3173;48.0111;60.0651;50.2919;69.225;50.0;42.7422;50.1296;31.9524;39.522;57.4655;46.4079;0.1121;50.0785;5.3638;22.6535;1.2383
114.0827;88.5585;63.6483;50.0;72.6066;57.4875;70.0251;72.9717;80.1136;62.6561;112.4023;63.73;57.9808;46.9917;43.5175;51.1609;65.9984;50.0;49.0175;77.1778;65.5088;48.4822;48.5799;26.1688;78.6532;41.8567;45.0646;32.0728;38.0256;50.0;16.5486;88.1813;50.1176;1.1122;61.5927;20.9777
34.608;50.5915;11.4872;78.597;78.4846;55.606;47.9044;20.8858;50.0;51.8257;50.0;28.9495;111.9681;56.9309;54.4451;47.9569;42.9425;93.2627;49.4015;46.8468;47.2057;44.1408;51.4181;57.5394;59.6627;48.2041;42.2995;46.6971;44.0735;8.9159;48.4997;1.6569;23.2843;0.0999;9.917;26.9235
50.1181;108.6305;50.0;201.6345;78.1634;78.3371;46.4653;4.615;50.0;50.0;50.7078;48.5983;54.8389;56.3242;50.9559;41.3337;39.5998;52.1874;59.968;50.0;28.8237;47.0899;48.5939;45.9136;51.1756;50.6317;49.9499;61.2877;44.5126;267.6464;52.1652;50.0;49.1314;97.1738;13.1126;50.0
50.0;10.0512;110.1404;0.1176;59.2819;63.8691;62.7602;19.3448;95.5652;50.2359;50.0;56.2126;101.4056;57.0318;47.2391;43.5834;46.7062;48.7543;51.7826;42.1469;77.4013;53.49;47.214;42.0891;39.6026;32.8597;38.35;38.1289;55.0874;43.8451;69.2947;45.7936;49.875;0.0;31.0659;33.9872
101.8625;74.3456;45.4687;50.8757;76.413;79.1777;72.6824;74.7758;50.0;38.5597;113.1147;11.6024;22.6388;53.2304;44.931;42.6213;57.0869;36.8666;48.7302;98.174;62.4275;60.7052;34.8102;58.2692;50.118;55.8209;46.0561;55.1226;40.9626;5.4542;20.3505;0.1512;3.5181;9.1295;50.0912;50.0
71.0403;50.0;48.1796;266.1879;66.9143;71.783;57.1044;66.3817;84.1229;55.4267;53.2742;49.8801;96.1398;47.4316;51.1834;45.468;49.7378;50.0;55.4467;35.0876;33.5775;47.3384;51.2924;51.7561;61.5803;44.37;51.1683;61.9764;42.0434;33.9909;31.8612;0.1177;52.6454;5.8179;38.0345;39.0959
50.0;50.0;117.1156;37.0041;72.5079;72.2188;62.0518;78.3253;85.4763;79.0472;52.8973;48.6294;61.6579;47.0715;52.2312;41.675;42.9265;19.0001;47.5838;18.052;42.2795;23.467;59.7078;55.6636;37.8566;26.8247;46.9355;55.41;30.052;52.9274;48.6189;0.0;23.8808;82.4034;62.9296;13.4512
67.4927;68.5735;50.1516;97.9126;73.483;49.0714;64.1715;78.2447;97.1474;52.2754;59.5648;50.731;64.3401;45.1421;32.198;40.5331;63.467;14.4202;51.4505;131.9088;48.3822;55.7957;34.0898;52.7408;30.3576;48.6341;43.381;27.7065;46.4388;50.0655;0.1213;0.0;145.4332;50.1776;65.9746;38.4354
51.8869;87.0966;49.8988;260.7011;72.6261;69.4052;59.4859;60.0905;70.9581;50.3541;65.5904;62.765;63.9729;47.7783;48.6858;59.1989;69.5933;59.6282;48.6157;43.9267;77.2467;43.9835;14.3054;20.2639;50.1181;43.5395;47.4717;43.1698;46.0024;68.8252;48.6228;57.7142;50.1943;58.6038;50.1178;9.8637
216.3687;62.9699;50.0;73.1981;59.6649;73.1959;70.9934;42.4375;50.0;55.0775;54.5737;50.2248;52.6779;51.1303;49.9228;67.4677;47.2229;33.1783;53.5919;36.4834;81.7275;46.7746;55.4894;55.459;16.9065;44.8057;47.161;34.6021;56.3139;51.5388;0.1213;17.8501;53.2716;78.4619;10.6344;50.3385
103.7728;73.2638;50.0;50.0;61.6443;76.7212;70.1423;75.6773;51.2806;57.9326;50.0;50.6869;107.3801;52.8566;45.9417;42.0004;45.7305;88.6521;67.3046;36.6255;80.3334;20.0652;48.3738;16.7539;54.2165;40.4868;37.0044;8.3622;45.0479;50.0;58.0856;50.2695;50.0;1.153;0.0;5.6747
93.1733;50.0;95.1589;0.7496;72.9102;68.4009;66.7232;74.723;50.5126;50.0;56.4712;57.9591;61.058;64.0917;51.4673;47.4983;57.791;62.6805;40.1018;55.0812;74.4383;34.6283;48.1175;12.4476;54.3718;55.0422;42.8446;55.1504;41.1067;51.2882;9.2583;22.0747;49.2825;29.1667;12.5724;15.7153
73.3715;92.5017;61.8889;56.6268;77.3962;64.0601;65.0031;71.073;84.4492;53.5416;6.5505;65.4004;7.8688;49.2553;47.4579;50.4351;57.3097;51.3241;54.3982;60.0177;7.9023;32.8167;57.5087;52.357;57.7924;44.4494;42.8877;54.1897;24.0609;50.0;52.0746;50.0;32.4323;0.8907;63.9162;22.0421
4.8895;146.1481;152.0835;32.9106;74.9565;78.5734;71.0102;72.8546;61.5515;50.0;0.0062;59.9141;47.2518;56.7731;58.2445;62.4673;50.0905;60.3116;55.1686;53.0892;65.326;42.2685;58.4505;50.0;54.9771;43.7724;40.1692;56.5898;49.5924;38.3579;1.3837;51.2191;51.2028;59.1702;2.1941;39.1518
61.3826;113.1911;65.4388;50.0;62.0789;62.8667;70.0586;67.9087;88.0546;50.3545;50.0;22.1471;51.286;44.7094;39.7269;47.1057;54.2034;51.8797;60.3788;76.0148;49.9912;46.0704;56.1599;40.0114;37.0896;46.7141;42.8392;35.2913;49.5444;51.6832;51.4492;70.4015;69.9299;15.5661;20.0661;49.7907
50.0;58.3401;152.4759;108.177;74.2486;77.078;58.5102;81.389;50.0;51.5137;31.6055;58.3156;10.6053;41.8476;55.0162;41.6632;51.3305;48.631;53.5075;57.6409;48.6264;54.1083;47.1457;43.842;53.0335;43.212;40.5004;47.199;30.0131;50.0;41.5302;50.0;0.3263;7.1114;3.4971;71.3776
50.0;95.7832;93.484;111.059;66.2428;65.8521;65.7947;76.1266;53.0424;27.1015;1.0182;40.612;58.105;37.4696;56.4151;64.827;40.0706;61.7434;39.9646;63.4518;48.6796;37.3024;18.856;21.2018;28.5303;47.3829;32.7297;44.7708;21.2443;2.2165;47.633;50.0;57.0805;18.8567;39.7991;21.6428
117.1554;50.9842;50.6214;66.1823;78.4795;77.7857;74.3816;77.658;26.1978;58.1084;6.3554;70.5584;109.5114;58.8478;53.8418;62.9354;52.0943;70.7333;43.9095;8.2967;36.2785;56.1347;47.611;50.0;36.6017;40.217;43.3957;58.4808;16.5683;59.8498;12.9373;48.9966;58.6342;0.053;50.9436;21.0284
127.4908;57.2113;65.3952;34.4724;67.6667;80.467;48.7227;81.6359;54.1659;47.2537;60.8332;46.9958;4.0274;54.6199;46.6598;44.1487;47.2776;54.8623;41.7715;50.0262;9.5626;30.4782;49.1733;45.296;33.9272;34.1803;42.8107;37.4229;51.2387;0.0;7.6873;0.118;50.0997;0.3546;50.0;4.9861
136.9534;111.1465;50.0;112.7956;75.1061;71.4889;76.0858;82.8821;83.5757;51.7242;68.3052;45.0999;65.8294;15.4045;49.9099;39.9706;42.5608;139.9352;48.6133;72.6024;45.5327;46.8545;47.8968;26.451;80.4561;44.6046;44.1868;29.8194;42.6294;0.2356;53.5676;96.2027;24.2568;106.2537;33.9701;8.8137
50.3551;113.7805;87.6234;50.0;70.4743;79.1858;64.0108;79.3183;63.0977;48.0059;63.8692;51.7203;110.4149;62.2966;56.1964;39.9256;43.52;74.5005;46.4188;33.1747;52.1569;48.9251;53.9767;52.102;8.505;40.0836;42.6054;31.059;39.0201;50.8461;48.6299;50.7088;50.6314;50.0;9.7516;97.2244
50.0;121.022;56.8517;64.2681;73.1064;73.5821;49.5579;69.2209;65.4965;72.2103;33.0898;48.0169;50.753;52.618;51.7354;48.579;32.3444;39.5472;66.4473;31.4503;36.8385;55.5824;47.4279;19.3761;24.0837;35.0933;34.5498;47.351;50.9953;8.9149;48.6234;9.4433;4.4346;0.0844;21.3602;26.2209
138.4389;81.9921;64.8826;56.2828;76.1806;74.8972;75.6338;61.8875;59.7705;21.3807;64.4988;48.6213;2.6571;54.1943;60.8112;43.6513;57.518;62.4248;48.4713;19.6971;33.4944;52.64;47.3928;58.7358;14.0389;37.2496;49.7499;43.8607;41.5699;109.7133;48.5451;53.3203;15.4549;50.0;50.1177;60.0302
109.5491;112.8424;80.359;50.0;46.0515;65.2489;48.6181;67.0447;50.2366;18.9039;58.925;1.4458;52.4623;54.6404;50.8749;45.1224;61.6155;31.0381;61.2572;32.8608;76.3009;61.4884;45.4391;53.5155;56.8912;46.7259;41.9908;45.4547;48.6508;97.7748;47.0917;50.7402;56.266;109.9018;38.2979;0.7448
102.7908;55.6284;105.136;2.033;77.1521;78.1625;57.2295;48.6208;67.4777;50.2377;50.0;68.2026;33.5809;59.8992;48.5452;50.7404;40.2473;78.4364;49.5735;39.3428;48.9378;22.0413;42.3746;69.6205;59.2927;35.5138;42.7233;43.998;48.1502;50.2267;48.6211;9.0778;0.0;0.0;50.0;14.2335
70.5237;48.8238;58.5671;66.4264;72.7736;82.2688;73.0979;67.6687;55.576;67.9027;55.3756;48.454;4.9979;49.9023;57.2661;34.5816;43.0004;73.9677;57.6583;31.3718;55.3498;46.2045;54.2454;14.07;23.9271;43.5205;36.7619;16.402;49.5149;115.0393;65.4151;52.9514;55.8725;70.2569;17.8018;5.8179
50.0;68.2762;50.0;7.2546;69.9437;78.1094;71.756;65.5215;104.9408;50.5719;102.8524;51.3129;64.6882;38.4854;51.2252;46.7787;46.6308;82.6172;61.2111;112.6208;66.3872;57.9388;50.1234;24.6687;55.1198;40.0992;60.068;66.3919;35.4231;40.535;58.3467;0.1176;20.3448;50.2359;59.3967;35.9845
65.9077;47.1076;160.7028;50.2826;64.9922;76.8487;51.5927;79.8832;60.4189;88.5641;60.3117;51.769;2.5153;58.876;44.0632;46.5478;43.0568;67.0475;65.5753;50.0;25.8627;51.8946;34.8943;39.9037;50.1874;43.5768;42.9329;52.9305;49.5812;53.5694;56.2925;62.3684;0.0;37.3221;20.7989;16.2927
49.75;6.0692;53.7126;40.0082;72.3235;81.39;64.5879;55.7024;53.0782;79.4072;111.5184;68.6136;85.3298;62.6767;46.1417;65.2704;55.4326;38.3379;45.1214;39.1334;9.2015;46.6282;20.2481;49.962;50.0;49.8435;45.546;60.9752;42.3595;7.5822;48.9998;50.0991;76.0042;57.0529;17.7574;60.8741
7.0893;155.6299;50.8836;52.1707;72.9779;58.2891;55.7269;79.2015;59.545;51.9818;60.8124;67.084;106.5814;55.3822;54.9789;47.9914;52.9955;50.0;43.7832;120.2036;54.7937;61.0958;66.1032;22.3225;50.0;44.7873;43.6781;42.8597;43.4732;50.0;54.689;36.3921;36.1112;13.4701;40.6073;13.4604
