p: 0.79,ripartizione,arena: III;p: 0.1,ibrida,arena: III;p: 0.79,ibrida,arena: III;p: 0.1,ripartizione,arena: III;p: 0.79,ripartizione,arena: I;p: 0.1,ibrida,arena: I;p: 0.79,ibrida,arena: I;p: 0.1,ripartizione,arena: I;p: 0.79,ripartizione,arena: IV;p: 0.79,ibrida,arena: IV;p: 0.1,ibrida,arena: IV;p: 0.79,alterazione,arena: I;p: 0.1,ripartizione,arena: IV;p: 0.79,ripartizione,arena: II;p: 0.79,ibrida,arena: II;p: 0.5,ibrida,arena: I;p: 0.5,ripartizione,arena: I;p: 0.5,ibrida,arena: III;p: 0.1,ibrida,arena: II;p: 0.5,ripartizione,arena: III;p: 0.1,alterazione,arena: I;p: 0.5,alterazione,arena: I;p: 0.79,alterazione,arena: II;p: 0.5,ibrida,arena: IV;p: 0.5,ripartizione,arena: IV;p: 0.5,ibrida,arena: II;p: 0.5,ripartizione,arena: II;p: 0.1,ripartizione,arena: II;p: 0.5,alterazione,arena: II;p: 0.79,alterazione,arena: III;p: 0.1,alterazione,arena: II;p: 0.1,alterazione,arena: III;p: 0.79,alterazione,arena: IV;p: 0.1,alterazione,arena: IV;p: 0.5,alterazione,arena: III;p: 0.5,alterazione,arena: IV
56.8157;5.7709;104.7849;61.9613;65.0946;0.6481;79.2874;67.0173;88.5585;50.0;54.8397;55.0617;103.517;58.3697;41.6017;46.0164;44.682;50.0604;66.4712;50.0;65.7959;40.966;47.1885;40.3911;17.6437;44.7903;38.2038;61.257;44.9755;24.7035;54.7267;64.0548;51.6543;4.0376;41.448;18.6669
97.2389;19.4219;50.0091;152.7016;62.483;58.3475;79.2436;46.9564;71.3721;50.0;60.9399;36.4634;73.1137;42.2193;53.2731;63.2865;46.7959;47.8763;55.7709;61.8507;0.1213;27.1725;52.9817;86.8403;29.3504;40.5642;37.154;18.5865;45.7068;1.5862;48.6245;53.0867;50.7084;17.1758;54.7682;8.2496
50.4203;53.3292;50.0;19.8578;66.1071;52.7233;58.7097;48.7107;77.4945;55.9551;51.6041;48.2854;106.9094;49.27;56.7674;46.0032;48.1384;37.9556;49.0551;26.0017;64.1654;28.7003;48.6216;89.1041;14.1266;41.7607;43.5584;62.7508;23.0257;50.0;45.3835;12.2359;111.1535;70.161;52.8333;52.9906
92.0436;159.5982;32.7263;0.1175;48.6246;67.5634;50.4583;77.1716;44.4411;22.1735;119.9671;36.6637;4.3983;51.7054;54.62;44.7132;41.4621;67.2378;59.1191;55.0057;52.7038;51.7512;41.2632;50.0;53.073;44.2523;44.1506;26.6089;51.3095;73.0864;48.6244;0.1185;48.5649;50.59;15.9858;54.4406
50.7806;30.849;80.5315;50.0;48.7225;79.3119;71.4214;65.5092;99.5251;97.3485;59.3784;56.8896;1.5474;47.9066;48.4381;54.772;38.5766;35.8008;46.8409;50.9391;66.1672;41.3868;41.573;52.9529;52.8896;39.0882;41.8093;30.9918;33.0762;50.0;48.5404;5.4311;56.7021;50.0;50.0;16.1351
18.8497;10.1814;50.0;2.6102;74.4541;70.2667;44.836;71.8421;54.9143;85.7035;14.4918;58.0103;3.3069;35.3416;51.0829;31.9882;63.8073;30.9474;47.0452;50.0;7.3805;48.2733;48.7358;41.6098;50.0;51.1023;47.2813;57.3732;43.3628;52.6512;0.0807;0.1747;65.5445;0.709;0.0;51.2983
110.4232;119.5701;65.9844;56.0353;81.6629;80.4244;73.9074;74.186;92.2405;50.0;55.4148;65.617;56.6003;50.2653;52.5696;67.7337;50.9685;101.4032;58.8762;57.0884;63.1054;48.2098;50.6349;41.4619;58.6074;39.7831;46.8245;38.8992;47.6362;45.7146;18.6861;11.0619;73.6216;52.2912;24.9741;8.1065
50.1489;117.1304;50.0;144.999;76.6026;76.2661;72.2925;74.9896;50.0;50.8898;50.1953;62.2097;50.8273;49.1719;55.8177;45.9178;46.1464;42.016;35.0121;122.7491;52.3576;48.1446;62.1837;32.0563;56.1043;36.575;46.5027;9.0268;41.7505;81.9111;3.8134;0.0703;19.4941;51.9534;31.4018;32.9837
109.4003;11.8705;72.0326;55.6546;76.4772;72.0966;48.9167;78.9471;54.0088;62.667;50.6988;58.8324;55.78;52.0701;48.609;46.8791;44.0614;44.4414;48.0628;21.8869;46.7904;25.3746;50.9531;50.0;40.8713;38.6616;50.1211;0.1082;41.4558;54.1686;47.0463;50.0;24.2198;34.26;44.3291;52.9524
64.2217;115.725;55.8426;71.0079;70.32;70.2354;58.8768;73.0345;58.1747;50.2356;0.0859;22.4347;51.5167;53.1739;45.5846;48.9106;37.0641;44.2526;53.1965;20.9105;53.8706;47.0349;48.608;34.8716;13.5854;38.338;46.5849;51.4655;45.372;1.0522;36.465;1.3711;97.3511;58.8108;50.0;26.9183
111.5569;3.8697;68.3088;50.2359;66.5302;75.0149;74.9933;29.7999;50.1181;50.0;56.1321;74.6137;0.1967;49.3595;60.9016;48.8531;49.5717;58.1865;61.6548;62.1306;25.6757;63.0126;38.9886;41.9832;92.8649;42.7484;43.8657;59.0526;6.6262;51.9195;48.4869;32.8289;5.82;50.0;5.5282;15.3974
57.7747;50.5143;115.9869;143.8813;62.562;67.5299;50.5388;3.2552;55.902;49.914;58.8806;48.2512;50.0;52.8747;50.9202;44.9422;37.3701;53.9735;44.3127;138.1069;24.3087;49.9371;66.0704;66.1437;47.25;41.4162;49.332;0.1215;45.8821;52.7831;45.3427;71.7119;39.5023;5.2878;47.5135;1.0386
202.1718;3.8337;128.8687;50.1343;75.2701;58.2449;47.2789;77.1844;72.1444;50.0856;50.0;65.2487;94.7098;59.9658;31.237;59.4146;45.9756;39.2154;53.1579;50.0;53.2301;44.2349;43.8666;99.7563;52.2406;37.6364;42.7693;57.9707;39.9615;57.9448;51.2801;0.0;50.5897;14.5314;41.8352;50.0
152.1843;119.621;70.8574;55.7736;51.5811;79.1263;75.148;76.407;50.0;55.0249;60.8711;53.8965;0.0;50.2012;54.5889;64.0053;54.1153;63.4227;50.145;55.654;48.8252;47.2531;47.8987;53.358;26.9755;41.8994;45.919;63.3451;39.9264;4.9968;63.4906;56.8118;97.5249;50.0;18.9272;9.4495
50.6112;25.4428;28.6166;50.0;77.6681;65.1132;56.0663;75.1786;55.7717;64.4466;66.977;49.3417;3.2812;48.9188;48.3088;52.5094;62.8622;54.8107;61.5926;50.0;10.6379;58.6794;54.4887;31.8727;45.6399;41.7845;44.0627;50.9275;40.5979;3.8415;57.0665;72.8025;56.9948;22.5211;32.1326;25.2704
114.3772;52.2603;53.2559;51.7401;73.8207;74.1734;47.4763;39.4999;50.2186;45.8823;66.536;53.8634;5.0551;48.8597;48.0509;40.1282;43.5727;129.31;43.103;54.3658;56.6407;50.3088;55.0238;63.7836;31.1926;50.1525;36.7851;54.5122;28.0075;16.0899;55.0077;47.4194;64.0147;23.7007;9.7385;44.5206
50.3053;84.6209;95.314;104.5317;62.7667;46.6405;69.1615;81.4995;65.6313;90.5919;51.5962;70.1065;0.8745;52.2277;64.2437;40.8728;62.2021;38.1083;48.6249;35.4759;52.7068;48.3844;52.7516;51.0642;52.0282;48.6202;33.5174;21.1204;43.3595;0.605;55.3324;67.4962;46.4412;23.6175;59.4359;23.6008
50.7574;53.9074;90.2118;94.0916;64.6084;66.029;78.5009;68.897;50.0;41.9798;50.0;67.5709;2.8819;47.5824;48.0139;51.6595;59.2999;107.6514;48.5637;24.3853;63.3497;46.633;38.5148;51.1795;50.0;44.3184;46.7654;56.9345;48.5689;50.0;55.3583;16.2968;8.8007;8.5853;27.9615;50.0
65.936;54.6285;126.5372;165.8988;59.831;71.6605;70.5593;55.4212;59.0445;50.4727;96.6174;36.009;50.0;54.4809;49.1479;48.3228;61.7278;45.9391;47.8693;48.1292;54.5601;71.2701;60.2601;51.9735;53.1328;37.5977;45.2407;51.1494;17.537;0.1182;53.3208;10.962;61.2058;52.9566;16.6512;16.2853
58.8971;52.2444;59.8772;115.7118;68.322;48.9305;56.7028;58.6061;80.1416;64.8106;50.4704;48.0525;50.0;49.0054;51.3187;61.5847;46.4879;51.1675;51.1158;56.6422;70.9247;67.6205;48.6194;50.0;40.1059;42.8518;53.3614;68.9359;46.5704;27.1165;46.5347;50.0;20.3375;3.02;45.8387;15.5768
83.3524;92.8975;61.4272;50.0;67.4376;66.0935;58.804;71.142;67.7326;75.4275;50.0;75.4271;76.3603;38.4901;43.69;46.3111;41.2426;50.0;70.1452;34.2951;47.8481;48.2575;35.4524;87.0794;43.7538;38.8005;49.2472;61.2632;45.5297;50.0;60.6771;5.7416;19.6033;14.906;21.2605;47.129
65.1979;133.5599;52.5199;115.2794;69.4462;75.8374;81.3392;80.9833;50.0;50.1184;51.8624;57.919;50.0;44.3957;47.8845;46.8452;52.8422;50.0;48.6253;44.1155;49.2841;32.7285;48.6432;30.155;32.6096;37.9015;48.6097;56.5918;51.372;50.0;52.5942;45.9088;5.2559;59.5744;8.3715;0.8249
193.5671;158.9168;129.4034;120.5351;75.8088;33.6083;75.403;76.6005;66.9031;50.5907;113.2314;7.9916;93.7937;56.326;52.5158;48.4103;53.0617;51.0774;32.0237;50.0;75.7915;77.9363;5.7767;20.0664;14.2965;49.3354;47.1666;55.5195;46.8206;6.0107;48.1681;1.9451;1.1108;67.6416;13.2714;53.106
114.1971;50.332;29.8602;6.6955;47.1875;25.6687;54.4785;48.7859;50.1179;56.5655;45.5163;48.808;53.2749;45.9632;51.112;50.989;43.1331;48.4008;25.1679;46.6853;60.7777;49.5406;55.0894;55.0434;39.1258;41.5369;41.4112;57.1305;38.4177;4.4366;41.8137;0.9266;33.9662;50.1178;11.327;16.629
113.3928;113.7283;51.1029;54.4793;77.2474;62.7546;60.7079;0.0379;50.5692;118.2066;50.0;47.3435;56.3912;48.9051;44.3908;47.3813;46.9591;52.6438;39.4506;50.0;57.3316;32.9147;56.5308;50.0;23.4345;47.3143;46.9288;3.1005;54.9937;1.1792;55.8457;3.6722;59.8392;16.8733;1.22;23.5512
85.6781;5.8989;57.4225;2.124;79.6062;59.1224;79.7558;68.5036;99.6575;50.0;59.3757;49.7955;6.3212;53.4189;51.8276;58.1378;46.6613;50.0;56.6707;50.0;72.4298;41.3252;48.2506;8.5623;50.0;42.0012;43.3464;47.8497;51.7215;2.4576;57.7826;0.4006;3.1408;50.3543;0.0;41.5781
82.4789;5.6144;52.0072;0.8285;71.0785;27.1765;80.2707;59.103;35.3291;95.6373;100.1945;48.6298;23.7662;49.9421;48.617;58.5526;64.3108;51.0986;46.581;89.0391;53.3487;38.2191;61.2695;53.343;52.0942;37.6681;43.9712;66.4975;30.9402;32.3895;30.9893;14.7562;43.2829;50.0;0.7336;18.0262
53.0444;7.7441;57.2587;4.907;70.6561;63.8173;73.5856;7.7459;7.8311;50.2358;62.2824;64.4631;97.2677;47.8238;51.9812;58.3277;44.0224;13.7912;61.5898;59.0806;1.1554;53.5754;6.6435;51.5989;50.0;37.4847;42.2615;62.191;24.3111;54.0792;67.5495;0.1179;4.1863;25.1237;13.9945;51.9057
56.9419;57.5289;100.0854;109.2243;71.4414;58.5578;57.1634;78.0527;50.0;54.3072;50.0;24.8569;106.3801;39.5955;48.6225;52.6901;50.0174;46.2336;12.913;29.8817;64.5839;14.0851;53.3721;50.0894;51.4157;49.9977;47.0431;20.639;17.836;50.0;57.3922;50.0;0.9426;0.0928;54.2501;2.5464
25.4632;106.2814;3.978;117.8241;52.7244;67.4242;74.4541;24.5305;0.1179;50.0;78.6838;70.7329;50.0;56.159;54.1386;50.0348;42.6736;48.2781;47.6239;50.0;24.4691;49.0649;52.9774;27.9734;54.6883;42.9347;43.2498;33.4135;36.1396;50.5597;52.434;0.0;9.5918;8.4857;0.795;24.1316
51.9593;50.0;108.6628;59.3997;78.7595;70.4356;77.5517;72.635;52.0116;61.8561;84.5669;57.1004;51.3044;48.6183;53.0526;54.0632;55.7819;50.4739;48.5729;29.4351;62.2678;37.995;48.4273;52.7997;49.0643;38.6492;41.1704;52.8798;45.9847;13.1471;0.1213;60.539;50.085;52.0083;36.7129;10.3369
57.6967;65.2448;64.0435;113.72;72.7995;75.7813;80.8708;21.634;53.6563;57.4368;114.9258;64.0707;0.4016;43.7725;48.6895;59.8643;49.4772;52.7056;48.6147;50.0;2.6398;48.6418;52.5887;52.4389;55.3154;42.8052;49.213;54.6397;39.3792;50.1183;56.5714;50.0;50.0;0.0429;50.0;60.3094
171.8105;52.6461;56.4929;121.119;61.1788;73.4518;72.9747;74.8496;58.6539;51.9879;52.1004;44.4503;111.3029;48.9015;48.5019;62.9199;37.5232;54.6659;54.6058;35.5023;0.1214;53.2981;50.9603;11.7615;29.4127;31.8545;45.1931;53.0233;48.7236;50.0;65.9091;50.0;51.6553;118.5276;7.6357;46.9044
50.9116;83.6287;37.8797;50.2825;69.0504;56.7746;69.8876;61.0298;50.0;21.2457;50.0;52.9845;2.3255;66.7845;54.077;59.1179;55.7394;54.5196;60.8465;26.206;9.368;54.4057;4.1069;83.7873;55.3485;38.1876;39.6841;59.3626;45.7492;50.0924;9.5083;51.2426;15.7204;60.9138;45.34;16.2417
50.0;27.3151;65.0053;50.0;72.4534;71.9295;63.4048;77.761;50.0;104.6409;13.2245;56.713;116.8861;55.8666;51.4654;47.1113;60.1514;50.0;54.3904;50.0;64.6687;50.8137;55.709;35.0051;36.2508;45.7957;42.8014;26.4326;48.5554;50.0;68.7097;51.4195;61.9919;12.4354;62.9856;56.3247
67.6706;111.2307;71.08;50.1083;76.7945;64.1325;63.3117;77.7895;90.6271;78.3932;50.0;50.1043;4.6937;59.4761;47.9167;41.7318;41.842;23.3102;47.5761;70.792;65.554;41.2493;53.6341;23.0884;41.7316;58.3141;35.1679;52.6498;32.4232;0.657;35.1107;49.875;0.101;20.3425;50.0;50.0
53.0924;50.0;49.875;148.7688;59.2659;80.1596;35.2629;78.69;74.0598;87.8083;94.9056;59.4907;57.0867;57.1818;56.2922;37.1507;47.0188;99.4463;48.7366;50.4959;64.8997;8.2526;62.1362;50.0;55.4004;59.2818;38.8946;9.637;40.8458;50.0;57.8183;7.7444;2.4999;50.0;52.7306;50.0
50.0222;93.5507;55.3134;78.5803;73.3882;68.0162;71.4293;67.8068;52.8989;50.119;98.5319;68.5671;50.0;53.3546;54.8032;63.8228;62.6242;73.6437;61.6324;50.0709;26.4868;35.5332;56.5109;42.5757;37.5453;49.3854;29.8166;54.1617;48.6421;13.916;47.984;50.0;5.6943;54.4253;10.6604;21.3366
120.8714;166.0671;50.1681;50.1717;66.5586;79.8963;44.9129;71.7673;77.258;50.0201;99.7901;78.5869;50.0;40.1963;55.2214;41.0566;67.9447;55.6973;50.0588;50.3536;33.1422;51.8233;3.7484;34.1557;34.1547;48.6549;45.1227;60.4973;32.9419;5.4908;48.6161;52.0191;24.03;0.0904;50.0;31.0973
50.0;170.2733;50.0;159.5953;12.5603;79.4477;67.7552;79.3436;75.1798;47.2467;67.8689;67.9119;56.4779;63.7652;63.0654;45.674;49.1306;96.3111;47.0508;22.6587;41.3348;47.486;49.1679;50.0;42.6406;36.8123;43.3712;57.5961;46.6342;50.0;43.3206;53.1668;10.9416;50.0;2.1265;21.3098
56.8567;50.0;107.4709;116.1811;69.183;70.6718;50.9737;73.9745;112.0903;62.8372;53.8272;75.09;50.0;31.1625;45.1136;43.2027;57.5264;46.3698;46.3955;35.4006;63.8989;62.4009;49.3715;50.0;68.8985;44.8275;36.9958;21.5789;29.8306;7.1741;58.0663;85.0889;1.6814;20.9972;60.3423;2.9444
214.2011;50.0;52.5067;52.8194;55.984;78.3827;58.862;77.8832;60.7062;53.9741;102.328;61.0018;69.5544;50.2816;52.3574;36.7355;38.7571;31.021;61.4535;22.066;43.6984;57.8643;62.8946;43.1125;15.2569;48.9739;50.4608;60.8045;47.7624;47.2724;56.3305;51.9396;0.5897;50.0;16.3937;72.1229
36.4049;57.7141;82.1725;92.7358;75.6221;72.8194;60.9621;81.2015;69.635;50.0;50.0;43.2312;115.9378;43.4311;45.2149;45.1502;55.1908;67.8374;58.9477;73.1113;72.155;46.5013;48.6182;25.3115;48.4721;43.794;49.2429;7.6833;46.2015;67.2354;48.6124;6.97;50.0;52.1325;16.3628;90.5145
211.0348;50.0;70.8795;50.0;77.616;71.1604;74.4643;67.791;50.0;89.1229;52.5255;51.243;63.9941;48.3803;52.5091;49.2196;44.2638;57.2156;55.3425;50.1607;70.8119;22.7238;58.7212;34.9391;49.5308;47.6939;42.4593;56.2413;33.5551;11.8927;0.639;50.0;50.0;22.674;52.9202;21.3625
211.7866;56.7022;113.7447;92.2272;75.941;57.792;67.7851;64.5868;97.2999;50.0;67.1859;61.8867;50.0;45.4684;43.9057;44.2322;41.274;160.6862;64.361;39.8364;62.5994;47.3574;48.2023;55.9527;31.5416;39.1347;43.9593;59.3527;8.6451;50.0;58.1731;27.2901;53.2737;8.6962;20.6711;5.468
39.5766;55.0434;50.7601;50.0;73.683;64.0251;62.1157;48.6116;63.0998;85.2514;75.6128;42.1381;10.8777;56.4603;55.9806;57.2238;46.2521;53.4038;59.4985;49.0629;74.8877;49.2722;48.6284;50.5915;15.7105;53.4368;35.3186;4.6558;32.6142;0.0962;35.1682;0.7076;66.7508;78.8765;7.2812;1.1793
122.2803;97.2687;34.1026;10.5215;70.9816;80.0544;56.594;80.0069;58.6153;50.1179;50.1185;48.116;107.6139;50.9775;50.9633;55.8052;62.033;59.759;60.3669;53.3335;18.2129;24.0288;15.0295;28.6609;46.7434;41.5367;36.1435;59.5844;35.2168;50.0;29.0366;56.1405;72.3615;50.1196;47.2502;9.5605
121.8003;112.2414;50.0;4.6868;52.9277;77.9301;68.0044;68.7167;95.3973;0.5665;55.4295;54.4171;98.2847;49.6783;43.8855;36.5898;42.9745;61.9576;29.4093;26.5474;46.8299;36.6808;41.7372;61.829;15.0126;47.3849;43.2829;62.5975;32.3329;15.5913;15.9968;61.6288;27.0906;34.6383;54.5661;75.6243
94.691;68.504;60.4215;114.2887;47.4066;60.9651;74.2694;33.6204;50.0;92.7121;59.5603;48.1451;54.3609;57.3097;55.0493;64.0446;57.2936;24.4987;59.573;72.0397;65.5333;54.215;50.301;84.057;50.0;44.6514;41.0078;49.4558;0.9829;0.2639;48.776;1.447;2.9373;19.4901;13.8957;0.3544
50.0;111.938;50.0607;50.0;76.5783;73.0927;70.6427;57.0341;50.0;91.6439;62.2763;54.0006;50.0;50.5852;51.7402;58.0262;63.335;99.9724;52.4933;50.0;42.9519;12.8331;48.6245;50.1183;36.7833;45.5291;39.7384;47.9095;16.2019;59.424;27.6803;61.4592;5.7534;0.0949;5.3862;61.5398
152.3316;64.7161;73.3573;113.7743;48.6216;54.5339;67.511;77.3178;40.7686;50.0;50.0;52.106;81.3007;48.9993;50.3367;40.7672;53.2791;30.7736;13.5797;198.6838;60.5136;48.4323;54.6267;16.7397;21.2054;46.4421;39.956;62.6852;36.7864;6.703;61.8845;56.0981;50.9443;51.0631;50.6715;20.3576
50.0;68.0299;63.3901;50.0;60.4785;76.6513;71.6851;80.458;107.9455;73.5249;50.0;66.8845;91.7008;49.425;44.5148;39.2914;48.5828;93.6724;48.5772;51.6547;60.6923;38.8936;55.3436;50.118;17.1311;38.6885;49.6448;39.3126;17.9741;50.0;46.7358;27.7394;0.0;2.4319;58.9722;64.9489
103.782;51.6879;50.0;65.2826;79.3115;73.694;73.0351;7.2865;50.945;53.1673;50.3194;58.3751;102.5813;45.9249;57.9414;41.8947;46.1066;130.691;47.0998;51.522;52.4323;31.9417;57.5572;51.8979;62.7804;45.963;33.65;7.3399;48.4035;50.0;12.3473;3.7085;65.3114;47.9625;8.1353;38.7856
74.9586;64.0053;60.7319;60.4531;56.5651;78.6039;56.7224;25.6607;50.0;44.1444;32.3819;49.6574;1.8182;48.5797;45.9697;40.724;40.8678;81.927;68.3303;52.4209;12.9498;36.496;48.6897;50.3238;48.3946;45.5161;49.2266;61.5333;49.2016;50.1176;48.5292;7.4758;81.3055;10.4187;0.5678;97.2497
87.5602;50.1182;50.0;3.5842;74.3636;77.4521;57.3761;48.7384;50.0;57.858;47.098;65.9057;0.5224;51.5375;53.9129;65.1739;49.2372;46.3024;49.5701;54.0;60.6492;58.2493;57.0734;53.1918;65.7089;47.2147;46.2014;20.3332;53.8311;50.0;0.1213;8.7429;39.6915;30.7215;27.8255;9.5086
110.5273;56.5298;87.6548;80.454;57.0979;47.5513;69.2433;74.6372;18.8903;54.8439;86.2587;44.2181;50.0;48.2897;48.6147;49.2249;44.6605;50.0;52.8534;42.7195;57.5584;52.1079;48.8646;17.6015;64.2577;45.4843;46.5755;30.7559;57.4191;51.4941;7.2387;52.8702;50.0;6.4022;0.6736;23.6799
59.9259;166.7401;114.0115;53.1994;69.4671;69.011;64.148;74.7;81.3097;61.5287;109.3438;55.6073;51.4168;48.2871;48.8625;44.4941;45.5591;44.7829;60.326;36.0757;45.9165;55.6258;48.7433;61.3894;49.682;48.673;44.2363;6.3492;51.0148;36.9133;5.1406;50.0;13.3361;50.0;66.0574;46.8692
110.4021;134.1717;51.5038;11.3517;73.5198;71.2945;62.9861;72.2045;50.0097;62.1798;50.0;69.7105;50.0;50.9375;42.6826;48.6867;56.6677;41.9113;48.0665;29.8198;61.5493;45.3948;5.7463;15.2824;87.9511;42.7073;38.3445;57.4856;49.4825;53.7903;34.8776;66.7425;8.1367;7.5028;17.8481;50.0
111.9272;161.1977;50.0;7.8563;70.4939;53.3629;72.6238;75.4096;51.5065;53.1941;51.5366;59.1138;50.0;49.903;58.9616;56.8373;42.3128;54.0288;53.9085;50.0;2.676;33.7243;18.1615;11.5971;50.3534;50.3033;39.9258;21.6333;40.4372;117.6046;53.579;42.7518;37.6213;68.2521;54.8032;47.6179
217.2835;92.4684;83.829;50.0;74.6372;80.9363;59.0672;70.2544;50.0;65.7265;73.5645;53.597;50.0;45.7063;48.8081;48.4843;41.7834;37.3189;48.6221;46.3885;14.4587;38.4137;58.6644;37.5474;58.5339;38.7468;40.4931;6.4775;48.3327;50.0;12.8414;68.8158;5.569;50.0;8.054;14.2011
53.6996;50.8616;51.0618;54.23;73.1129;81.6918;58.5959;71.2028;50.0;82.7023;50.0;53.8147;51.5342;44.3261;48.5669;58.5478;47.0273;35.1404;34.5869;16.556;65.8907;40.5502;57.137;19.1172;30.6449;44.002;42.4558;49.5185;26.0052;50.3628;69.1496;50.0;29.1134;64.7527;53.3418;97.2483
50.4718;114.8571;55.3651;5.0852;47.8285;70.4066;56.1969;78.7506;50.7086;50.0;50.0;12.6941;1.1595;56.7111;47.6015;48.5803;39.2943;50.3541;46.9094;47.3791;48.5046;46.0454;48.7308;58.8694;29.2332;47.0259;49.32;27.4613;46.9704;21.7423;46.8626;38.7588;52.8355;52.2443;50.0;89.6466
98.439;33.7523;98.347;90.4097;60.2104;56.082;77.575;80.72;58.9179;42.011;102.9655;47.767;8.6555;48.5047;47.2184;44.3239;39.5512;26.7074;43.8723;52.7167;28.2905;33.6305;53.9927;27.1657;50.5903;50.58;45.6387;30.1457;44.9013;73.0229;13.1931;50.2356;76.1673;50.5899;109.315;47.0123
50.0;50.1196;104.0781;0.5907;64.6157;77.4218;76.997;73.9925;67.0453;85.8285;82.6593;47.8144;12.8663;43.8525;56.5602;47.8275;40.6993;50.0;53.9067;30.1148;4.0465;50.1971;34.2299;51.246;61.4821;48.5383;38.378;58.7529;40.4787;2.2502;12.8512;0.0887;8.6261;73.1572;36.7544;35.2927
53.7958;50.5911;181.4938;102.0096;70.3814;52.7605;73.3521;79.5602;50.0;50.7109;55.0023;70.6771;53.3367;52.9256;50.586;46.4979;46.1078;39.2913;52.9273;49.6238;62.4743;51.4113;51.3822;54.3401;55.8646;42.8953;41.5942;29.4924;45.3357;56.4512;48.6208;21.8362;1.9041;0.262;39.3905;12.9206
120.1161;51.6735;50.0;50.0;79.7346;60.7605;61.8867;77.23;52.2485;50.2363;55.2314;51.7585;121.3176;48.4199;48.8672;47.4872;53.6686;33.9341;59.7625;52.8265;38.8252;46.1379;63.7756;31.3738;45.5064;46.9232;38.0014;48.6183;38.0041;51.2976;48.6278;50.118;50.0;28.9561;43.6134;0.3529
148.6201;261.9258;117.7831;50.0;68.8865;64.4363;44.1278;64.0831;6.3077;89.1373;67.2934;55.3145;0.8192;60.8855;48.1068;49.8795;43.8406;50.0;18.9522;66.1375;55.3464;46.3687;51.3471;51.0645;50.9469;46.5254;46.8876;12.5899;49.5322;8.4568;50.3391;6.0551;50.0;0.1811;32.059;4.094
103.4345;50.0;107.3738;34.1908;76.4774;77.5428;74.8604;23.2756;56.2057;59.4555;50.0;44.9379;110.9996;47.9826;48.3524;51.5191;61.8369;54.2977;54.2588;24.7665;68.7668;45.3674;57.5122;20.7562;48.8332;48.6619;41.1789;52.832;40.1624;44.5216;0.122;5.0178;50.0;62.438;11.2088;50.3549
124.0056;10.1428;54.4577;18.6608;58.8845;71.8953;45.6641;75.9963;64.0343;51.1465;72.6703;42.2842;63.3995;68.1439;49.9962;56.6228;40.7197;53.289;55.4002;84.1204;68.1823;59.9474;48.6157;51.3597;50.118;43.3247;46.7523;40.7788;31.2794;13.9137;0.0133;30.5558;5.8594;0.1177;54.4852;51.0756
50.0;51.0184;95.2645;50.9117;49.9713;48.5825;57.136;65.7704;65.9425;78.9138;51.7968;58.8084;0.0525;65.9985;58.3192;48.2493;45.4515;15.3264;57.699;53.466;8.5345;62.3987;48.5987;81.5591;83.449;35.7129;42.2625;43.387;52.1677;59.1732;27.8037;50.0;45.9424;50.1194;50.0593;38.1918
50.0;57.3815;157.1893;113.7229;72.4206;73.3207;73.1542;75.1381;38.4625;64.6825;95.9819;48.7382;103.6749;36.4409;45.1244;50.9497;50.4166;111.5282;30.2599;130.0123;60.6302;53.0098;37.1986;29.7872;47.8568;44.8714;47.3272;39.4457;41.9384;50.0;9.5676;5.1079;50.0;2.8078;50.0;52.4483
50.0;9.4345;53.9978;52.7413;65.0337;63.6787;48.7912;20.1216;94.5484;65.5905;60.3303;62.9125;16.8824;54.7707;47.303;45.2604;43.003;72.5938;65.4196;59.3077;61.2775;43.7124;50.943;51.4528;50.0;42.5606;49.0531;65.0255;37.2394;62.93;2.7031;11.452;5.6876;5.6462;18.4325;30.4812
87.4165;50.8096;60.085;50.0;72.2988;64.6676;63.1544;76.0394;50.0;50.0;83.4709;61.2367;53.3091;57.1892;67.2958;49.9599;47.8674;40.8959;49.5499;50.0;40.8334;67.538;55.2018;52.6809;56.4068;45.8442;40.7762;47.562;42.4706;5.0522;38.8911;50.8828;26.4068;23.7699;50.9175;15.8265
54.4384;60.2943;63.6205;52.0747;71.3481;72.9173;63.1208;53.7265;4.5311;100.2419;58.3389;54.5692;109.0952;48.4707;54.9243;51.9344;65.8445;58.8716;46.0551;104.3409;77.8566;21.9883;50.7528;84.4993;13.9805;51.538;39.6658;64.5551;37.2977;50.0;61.9432;50.0;11.3895;85.2124;1.8901;0.0
58.5464;208.1844;61.4635;2.7493;67.5171;70.0671;48.6233;71.5442;55.5888;87.5921;86.1167;22.162;50.0;48.4738;57.8837;40.7455;44.9424;65.5754;57.3205;51.1548;45.9312;48.7063;48.4853;60.7584;43.6038;41.9598;41.2136;53.7485;25.8209;30.9626;53.7375;156.7286;4.2844;26.8253;19.6171;48.9082
162.2405;5.0252;124.3529;104.2056;79.115;72.1057;56.6713;64.4296;107.5256;97.2454;51.9291;56.8734;50.0;48.5806;50.2344;43.1587;51.7131;63.2973;54.8474;27.1391;54.9137;48.7226;51.5998;30.5336;25.8989;51.8779;46.2534;31.8391;43.4001;50.0;59.4747;50.0;70.9009;26.8253;30.0607;30.6961
